team_size,key_point
8,Factory 6_City A_Type C_2023-03-24
12,Factory 6_City C_Type C_2023-03-25
13,Factory 6_City E_Type B_2023-03-26
7,Factory 6_City D_Type A_2023-03-27
8,Factory 6_City C_Type A_2023-03-28
8,Factory 6_City C_Type B_2023-03-29
6,Factory 6_City C_Type C_2023-03-30
9,Factory 6_City D_Type B_2023-03-31
5,Factory 6_City B_Type A_2023-04-01
10,Factory 6_City C_Type B_2023-04-02
19,Factory 6_City A_Type A_2023-04-03
10,Factory 6_City A_Type B_2023-04-04
18,Factory 6_City E_Type A_2023-04-05
7,Factory 6_City A_Type B_2023-04-06
16,Factory 6_City E_Type C_2023-04-07
18,Factory 6_City A_Type C_2023-04-08
18,Factory 6_City C_Type A_2023-04-09
19,Factory 6_City A_Type B_2023-04-10
9,Factory 6_City C_Type C_2023-04-11
5,Factory 6_City D_Type C_2023-04-12
19,Factory 6_City B_Type C_2023-04-13
5,Factory 6_City C_Type B_2023-04-14
15,Factory 6_City B_Type B_2023-04-15
19,Factory 6_City D_Type B_2023-04-16
12,Factory 6_City B_Type C_2023-04-17
11,Factory 6_City E_Type B_2023-04-18
6,Factory 6_City B_Type C_2023-04-19
12,Factory 6_City B_Type B_2023-04-20
12,Factory 6_City B_Type A_2023-04-21
15,Factory 6_City B_Type B_2023-04-22
18,Factory 6_City C_Type B_2023-04-23
15,Factory 6_City D_Type B_2023-04-24
18,Factory 6_City C_Type C_2023-04-25
10,Factory 6_City D_Type C_2023-04-26
8,Factory 6_City E_Type B_2023-04-27
11,Factory 6_City C_Type A_2023-04-28
15,Factory 6_City D_Type B_2023-04-29
5,Factory 6_City B_Type C_2023-04-30
17,Factory 6_City A_Type C_2023-05-01
14,Factory 6_City A_Type A_2023-05-02
19,Factory 6_City E_Type A_2023-05-03
8,Factory 6_City A_Type A_2023-05-04
16,Factory 6_City E_Type A_2023-05-05
7,Factory 6_City E_Type C_2023-05-06
5,Factory 6_City B_Type B_2023-05-07
11,Factory 6_City D_Type B_2023-05-08
9,Factory 6_City A_Type A_2023-05-09
11,Factory 6_City A_Type A_2023-05-10
14,Factory 6_City D_Type B_2023-05-11
13,Factory 6_City A_Type A_2023-05-12
10,Factory 6_City D_Type C_2023-05-13
6,Factory 6_City A_Type B_2023-05-14
8,Factory 6_City B_Type C_2023-05-15
16,Factory 6_City C_Type B_2023-05-16
19,Factory 6_City C_Type B_2023-05-17
6,Factory 6_City C_Type B_2023-05-18
17,Factory 6_City A_Type A_2023-05-19
12,Factory 6_City D_Type C_2023-05-20
8,Factory 6_City C_Type C_2023-05-21
18,Factory 6_City B_Type B_2023-05-22
10,Factory 6_City B_Type C_2023-05-23
16,Factory 6_City B_Type A_2023-05-24
7,Factory 6_City C_Type C_2023-05-25
10,Factory 6_City A_Type B_2023-05-26
13,Factory 6_City B_Type A_2023-05-27
7,Factory 6_City A_Type C_2023-05-28
8,Factory 6_City B_Type A_2023-05-29
8,Factory 6_City D_Type B_2023-05-30
14,Factory 6_City A_Type B_2023-05-31
14,Factory 6_City A_Type C_2023-06-01
7,Factory 6_City B_Type A_2023-06-02
12,Factory 6_City A_Type A_2023-06-03
13,Factory 6_City E_Type B_2023-06-04
17,Factory 6_City B_Type C_2023-06-05
14,Factory 6_City C_Type A_2023-06-06
10,Factory 6_City D_Type A_2023-06-07
19,Factory 6_City D_Type A_2023-06-08
8,Factory 6_City E_Type C_2023-06-09
10,Factory 6_City A_Type C_2023-06-10
6,Factory 6_City B_Type C_2023-06-11
16,Factory 6_City A_Type C_2023-06-12
6,Factory 6_City A_Type A_2023-06-13
5,Factory 6_City A_Type A_2023-06-14
15,Factory 6_City C_Type A_2023-06-15
12,Factory 6_City A_Type B_2023-06-16
17,Factory 6_City E_Type A_2023-06-17
9,Factory 6_City C_Type A_2023-06-18
12,Factory 6_City C_Type A_2023-06-19
9,Factory 6_City C_Type C_2023-06-20
15,Factory 6_City C_Type B_2023-06-21
17,Factory 6_City E_Type A_2023-06-22
17,Factory 6_City A_Type A_2023-06-23
6,Factory 6_City A_Type B_2023-06-24
10,Factory 6_City E_Type C_2023-06-25
10,Factory 6_City D_Type C_2023-06-26
11,Factory 6_City B_Type A_2023-06-27
13,Factory 6_City A_Type B_2023-06-28
18,Factory 6_City A_Type C_2023-06-29
17,Factory 6_City B_Type A_2023-06-30
5,Factory 6_City A_Type A_2023-07-01
9,Factory 6_City C_Type B_2023-07-02
13,Factory 6_City B_Type B_2023-07-03
5,Factory 6_City B_Type B_2023-07-04
10,Factory 6_City A_Type B_2023-07-05
18,Factory 6_City B_Type C_2023-07-06
6,Factory 6_City E_Type B_2023-07-07
5,Factory 6_City A_Type C_2023-07-08
8,Factory 6_City A_Type B_2023-07-09
9,Factory 6_City C_Type B_2023-07-10
11,Factory 6_City E_Type A_2023-07-11
19,Factory 6_City D_Type B_2023-07-12
10,Factory 6_City C_Type C_2023-07-13
13,Factory 6_City A_Type A_2023-07-14
19,Factory 6_City B_Type A_2023-07-15
5,Factory 6_City B_Type A_2023-07-16
17,Factory 6_City D_Type B_2023-07-17
9,Factory 6_City E_Type B_2023-07-18
16,Factory 6_City B_Type A_2023-07-19
7,Factory 6_City E_Type A_2023-07-20
18,Factory 6_City A_Type C_2023-07-21
7,Factory 6_City B_Type A_2023-07-22
7,Factory 6_City D_Type B_2023-07-23
18,Factory 6_City E_Type C_2023-07-24
9,Factory 6_City E_Type B_2023-07-25
12,Factory 6_City D_Type A_2023-07-26
15,Factory 6_City B_Type A_2023-07-27
19,Factory 6_City B_Type C_2023-07-28
6,Factory 6_City D_Type A_2023-07-29
5,Factory 6_City D_Type A_2023-07-30
18,Factory 6_City A_Type B_2023-07-31
17,Factory 6_City A_Type B_2023-08-01
9,Factory 6_City B_Type C_2023-08-02
5,Factory 6_City E_Type C_2023-08-03
7,Factory 6_City B_Type B_2023-08-04
13,Factory 6_City C_Type A_2023-08-05
16,Factory 6_City C_Type A_2023-08-06
15,Factory 6_City C_Type C_2023-08-07
11,Factory 6_City E_Type A_2023-08-08
6,Factory 6_City E_Type C_2023-08-09
9,Factory 6_City D_Type B_2023-08-10
9,Factory 6_City C_Type B_2023-08-11
19,Factory 6_City D_Type C_2023-08-12
18,Factory 6_City E_Type B_2023-08-13
17,Factory 6_City D_Type B_2023-08-14
18,Factory 6_City C_Type C_2023-08-15
8,Factory 6_City B_Type A_2023-08-16
12,Factory 6_City D_Type B_2023-08-17
7,Factory 6_City E_Type A_2023-08-18
14,Factory 6_City D_Type A_2023-08-19
7,Factory 6_City E_Type A_2023-08-20
18,Factory 6_City A_Type C_2023-08-21
7,Factory 6_City B_Type A_2023-08-22
6,Factory 6_City A_Type C_2023-08-23
11,Factory 6_City A_Type B_2023-08-24
5,Factory 6_City B_Type A_2023-08-25
9,Factory 6_City C_Type C_2023-08-26
5,Factory 6_City C_Type B_2023-08-27
15,Factory 6_City D_Type B_2023-08-28
19,Factory 6_City C_Type B_2023-08-29
17,Factory 6_City C_Type A_2023-08-30
16,Factory 6_City C_Type C_2023-08-31
17,Factory 6_City A_Type A_2023-09-01
6,Factory 6_City C_Type C_2023-09-02
15,Factory 6_City C_Type A_2023-09-03
19,Factory 6_City D_Type A_2023-09-04
9,Factory 6_City D_Type A_2023-09-05
7,Factory 6_City A_Type A_2023-09-06
9,Factory 6_City B_Type A_2023-09-07
15,Factory 6_City D_Type A_2023-09-08
12,Factory 6_City E_Type C_2023-09-09
14,Factory 6_City A_Type C_2023-09-10
16,Factory 6_City E_Type B_2023-09-11
10,Factory 6_City A_Type C_2023-09-12
8,Factory 6_City D_Type C_2023-09-13
9,Factory 6_City E_Type C_2023-09-14
13,Factory 6_City C_Type C_2023-09-15
16,Factory 6_City D_Type B_2023-09-16
13,Factory 6_City D_Type C_2023-09-17
10,Factory 6_City A_Type A_2023-09-18
15,Factory 6_City A_Type B_2023-09-19
18,Factory 6_City A_Type B_2023-09-20
13,Factory 6_City C_Type B_2023-09-21
17,Factory 6_City C_Type A_2023-09-22
15,Factory 6_City A_Type A_2023-09-23
6,Factory 6_City C_Type C_2023-09-24
10,Factory 6_City C_Type B_2023-09-25
15,Factory 6_City A_Type B_2023-09-26
19,Factory 6_City D_Type B_2023-09-27
14,Factory 6_City A_Type B_2023-09-28
17,Factory 6_City D_Type A_2023-09-29
10,Factory 6_City D_Type C_2023-09-30
9,Factory 6_City B_Type A_2023-10-01
16,Factory 6_City D_Type B_2023-10-02
12,Factory 6_City C_Type B_2023-10-03
17,Factory 6_City D_Type A_2023-10-04
15,Factory 6_City B_Type C_2023-10-05
15,Factory 6_City E_Type A_2023-10-06
12,Factory 6_City A_Type C_2023-10-07
15,Factory 6_City C_Type C_2023-10-08
13,Factory 6_City D_Type A_2023-10-09
19,Factory 6_City C_Type C_2023-10-10
12,Factory 6_City D_Type C_2023-10-11
6,Factory 6_City D_Type A_2023-10-12
12,Factory 6_City D_Type A_2023-10-13
13,Factory 6_City C_Type A_2023-10-14
14,Factory 6_City E_Type A_2023-10-15
12,Factory 6_City B_Type C_2023-10-16
17,Factory 6_City B_Type C_2023-10-17
6,Factory 6_City B_Type A_2023-10-18
10,Factory 6_City A_Type C_2023-10-19
13,Factory 6_City A_Type C_2023-10-20
5,Factory 6_City C_Type C_2023-10-21
11,Factory 6_City D_Type C_2023-10-22
6,Factory 6_City E_Type A_2023-10-23
5,Factory 6_City E_Type C_2023-10-24
8,Factory 6_City C_Type B_2023-10-25
18,Factory 6_City E_Type A_2023-10-26
8,Factory 6_City B_Type B_2023-10-27
9,Factory 6_City D_Type A_2023-10-28
14,Factory 6_City C_Type B_2023-10-29
9,Factory 6_City C_Type A_2023-10-30
9,Factory 6_City E_Type A_2023-10-31
6,Factory 6_City C_Type B_2023-11-01
13,Factory 6_City D_Type B_2023-11-02
15,Factory 6_City C_Type C_2023-11-03
15,Factory 6_City E_Type B_2023-11-04
12,Factory 6_City B_Type B_2023-11-05
9,Factory 6_City C_Type A_2023-11-06
16,Factory 6_City E_Type C_2023-11-07
6,Factory 6_City A_Type B_2023-11-08
18,Factory 6_City A_Type A_2023-11-09
13,Factory 6_City B_Type A_2023-11-10
11,Factory 6_City C_Type A_2023-11-11
11,Factory 6_City B_Type C_2023-11-12
5,Factory 6_City C_Type A_2023-11-13
14,Factory 6_City E_Type C_2023-11-14
10,Factory 6_City A_Type A_2023-11-15
14,Factory 6_City B_Type A_2023-11-16
9,Factory 6_City D_Type B_2023-11-17
7,Factory 6_City A_Type C_2023-11-18
15,Factory 6_City C_Type C_2023-11-19
8,Factory 6_City D_Type B_2023-11-20
6,Factory 6_City D_Type C_2023-11-21
19,Factory 6_City B_Type A_2023-11-22
18,Factory 6_City C_Type C_2023-11-23
15,Factory 6_City A_Type C_2023-11-24
12,Factory 6_City D_Type C_2023-11-25
5,Factory 6_City C_Type C_2023-11-26
16,Factory 6_City B_Type B_2023-11-27
18,Factory 6_City D_Type C_2023-11-28
5,Factory 6_City B_Type B_2023-11-29
5,Factory 6_City A_Type C_2023-11-30
15,Factory 6_City A_Type C_2023-12-01
12,Factory 6_City A_Type A_2023-12-02
14,Factory 6_City D_Type C_2023-12-03
17,Factory 6_City C_Type B_2023-12-04
13,Factory 6_City D_Type B_2023-12-05
13,Factory 6_City D_Type B_2023-12-06
17,Factory 6_City C_Type C_2023-12-07
10,Factory 6_City C_Type C_2023-12-08
13,Factory 6_City E_Type C_2023-12-09
19,Factory 6_City D_Type C_2023-12-10
14,Factory 6_City E_Type B_2023-12-11
9,Factory 6_City A_Type C_2023-12-12
19,Factory 6_City B_Type C_2023-12-13
5,Factory 6_City A_Type A_2023-12-14
7,Factory 6_City E_Type B_2023-12-15
6,Factory 6_City D_Type B_2023-12-16
19,Factory 6_City D_Type A_2023-12-17
11,Factory 6_City E_Type A_2023-12-18
11,Factory 6_City A_Type B_2023-12-19
18,Factory 6_City C_Type C_2023-12-20
15,Factory 6_City B_Type B_2023-12-21
10,Factory 6_City A_Type C_2023-12-22
19,Factory 6_City E_Type C_2023-12-23
18,Factory 6_City A_Type A_2023-12-24
15,Factory 6_City C_Type B_2023-12-25
19,Factory 6_City D_Type B_2023-12-26
9,Factory 6_City C_Type A_2023-12-27
9,Factory 6_City A_Type B_2023-12-28
12,Factory 6_City B_Type C_2023-12-29
16,Factory 6_City D_Type C_2023-12-30
19,Factory 6_City E_Type C_2023-12-31
11,Factory 7_City E_Type A_2023-01-01
9,Factory 7_City A_Type A_2023-01-02
13,Factory 7_City D_Type B_2023-01-03
7,Factory 7_City C_Type B_2023-01-04
7,Factory 7_City B_Type B_2023-01-05
5,Factory 7_City A_Type C_2023-01-06
9,Factory 7_City A_Type B_2023-01-07
9,Factory 7_City E_Type C_2023-01-08
5,Factory 7_City D_Type C_2023-01-09
11,Factory 7_City A_Type B_2023-01-10
7,Factory 7_City C_Type C_2023-01-11
15,Factory 7_City D_Type B_2023-01-12
7,Factory 7_City E_Type B_2023-01-13
6,Factory 7_City D_Type B_2023-01-14
14,Factory 7_City C_Type C_2023-01-15
13,Factory 7_City A_Type A_2023-01-16
7,Factory 7_City E_Type A_2023-01-17
19,Factory 7_City E_Type A_2023-01-18
9,Factory 7_City B_Type A_2023-01-19
15,Factory 7_City A_Type C_2023-01-20
13,Factory 7_City C_Type B_2023-01-21
10,Factory 7_City D_Type C_2023-01-22
16,Factory 7_City A_Type C_2023-01-23
12,Factory 7_City A_Type C_2023-01-24
6,Factory 7_City B_Type C_2023-01-25
13,Factory 7_City E_Type B_2023-01-26
10,Factory 7_City A_Type B_2023-01-27
6,Factory 7_City E_Type B_2023-01-28
13,Factory 7_City D_Type B_2023-01-29
6,Factory 7_City E_Type A_2023-01-30
14,Factory 7_City A_Type C_2023-01-31
5,Factory 7_City D_Type B_2023-02-01
12,Factory 7_City C_Type C_2023-02-02
14,Factory 7_City E_Type A_2023-02-03
11,Factory 7_City D_Type A_2023-02-04
7,Factory 7_City D_Type C_2023-02-05
8,Factory 7_City D_Type C_2023-02-06
19,Factory 7_City C_Type A_2023-02-07
10,Factory 7_City A_Type B_2023-02-08
6,Factory 7_City A_Type B_2023-02-09
17,Factory 7_City D_Type B_2023-02-10
19,Factory 7_City D_Type B_2023-02-11
10,Factory 7_City B_Type C_2023-02-12
19,Factory 7_City A_Type A_2023-02-13
16,Factory 7_City A_Type C_2023-02-14
14,Factory 7_City D_Type C_2023-02-15
8,Factory 7_City D_Type A_2023-02-16
19,Factory 7_City A_Type B_2023-02-17
9,Factory 7_City B_Type C_2023-02-18
10,Factory 7_City E_Type B_2023-02-19
5,Factory 7_City D_Type C_2023-02-20
19,Factory 7_City C_Type A_2023-02-21
14,Factory 7_City B_Type B_2023-02-22
12,Factory 7_City A_Type A_2023-02-23
19,Factory 7_City A_Type A_2023-02-24
7,Factory 7_City B_Type B_2023-02-25
19,Factory 7_City D_Type A_2023-02-26
19,Factory 7_City B_Type A_2023-02-27
6,Factory 7_City D_Type B_2023-02-28
15,Factory 7_City C_Type C_2023-03-01
13,Factory 7_City B_Type A_2023-03-02
11,Factory 7_City D_Type B_2023-03-03
6,Factory 7_City A_Type C_2023-03-04
9,Factory 7_City C_Type B_2023-03-05
16,Factory 7_City C_Type C_2023-03-06
16,Factory 7_City C_Type B_2023-03-07
11,Factory 7_City C_Type B_2023-03-08
18,Factory 7_City A_Type B_2023-03-09
16,Factory 7_City E_Type A_2023-03-10
14,Factory 7_City A_Type C_2023-03-11
17,Factory 7_City B_Type C_2023-03-12
16,Factory 7_City C_Type B_2023-03-13
10,Factory 7_City A_Type B_2023-03-14
19,Factory 7_City C_Type C_2023-03-15
15,Factory 7_City E_Type C_2023-03-16
5,Factory 7_City C_Type B_2023-03-17
16,Factory 7_City A_Type B_2023-03-18
14,Factory 7_City A_Type A_2023-03-19
6,Factory 7_City E_Type B_2023-03-20
11,Factory 7_City A_Type A_2023-03-21
14,Factory 7_City B_Type C_2023-03-22
6,Factory 7_City D_Type C_2023-03-23
10,Factory 7_City E_Type B_2023-03-24
10,Factory 7_City C_Type B_2023-03-25
12,Factory 7_City A_Type A_2023-03-26
6,Factory 7_City E_Type B_2023-03-27
9,Factory 7_City C_Type A_2023-03-28
8,Factory 7_City C_Type A_2023-03-29
8,Factory 7_City C_Type C_2023-03-30
19,Factory 7_City D_Type B_2023-03-31
14,Factory 7_City B_Type C_2023-04-01
9,Factory 7_City B_Type B_2023-04-02
12,Factory 7_City B_Type B_2023-04-03
13,Factory 7_City E_Type B_2023-04-04
18,Factory 7_City A_Type C_2023-04-05
17,Factory 7_City C_Type B_2023-04-06
16,Factory 7_City D_Type C_2023-04-07
9,Factory 7_City B_Type C_2023-04-08
6,Factory 7_City C_Type C_2023-04-09
5,Factory 7_City C_Type C_2023-04-10
14,Factory 7_City D_Type B_2023-04-11
13,Factory 7_City C_Type C_2023-04-12
19,Factory 7_City A_Type C_2023-04-13
11,Factory 7_City D_Type B_2023-04-14
19,Factory 7_City C_Type B_2023-04-15
16,Factory 7_City A_Type B_2023-04-16
8,Factory 7_City C_Type B_2023-04-17
19,Factory 7_City E_Type A_2023-04-18
6,Factory 7_City D_Type C_2023-04-19
17,Factory 7_City A_Type B_2023-04-20
10,Factory 7_City C_Type A_2023-04-21
8,Factory 7_City D_Type C_2023-04-22
6,Factory 7_City D_Type C_2023-04-23
14,Factory 7_City D_Type C_2023-04-24
18,Factory 7_City E_Type A_2023-04-25
14,Factory 7_City B_Type B_2023-04-26
9,Factory 7_City E_Type B_2023-04-27
6,Factory 7_City E_Type A_2023-04-28
10,Factory 7_City A_Type A_2023-04-29
9,Factory 7_City A_Type A_2023-04-30
9,Factory 7_City D_Type C_2023-05-01
9,Factory 7_City C_Type B_2023-05-02
8,Factory 7_City D_Type B_2023-05-03
19,Factory 7_City E_Type C_2023-05-04
14,Factory 7_City A_Type C_2023-05-05
6,Factory 7_City A_Type B_2023-05-06
18,Factory 7_City A_Type B_2023-05-07
12,Factory 7_City D_Type B_2023-05-08
19,Factory 7_City E_Type B_2023-05-09
13,Factory 7_City E_Type C_2023-05-10
19,Factory 7_City D_Type B_2023-05-11
12,Factory 7_City E_Type C_2023-05-12
11,Factory 7_City A_Type A_2023-05-13
9,Factory 7_City B_Type C_2023-05-14
6,Factory 7_City E_Type A_2023-05-15
6,Factory 7_City B_Type A_2023-05-16
9,Factory 7_City E_Type A_2023-05-17
18,Factory 7_City A_Type B_2023-05-18
12,Factory 7_City B_Type C_2023-05-19
16,Factory 7_City A_Type B_2023-05-20
13,Factory 7_City E_Type C_2023-05-21
12,Factory 7_City C_Type A_2023-05-22
15,Factory 7_City C_Type C_2023-05-23
18,Factory 7_City B_Type A_2023-05-24
15,Factory 7_City A_Type B_2023-05-25
15,Factory 7_City A_Type C_2023-05-26
19,Factory 7_City B_Type B_2023-05-27
7,Factory 7_City C_Type C_2023-05-28
12,Factory 7_City E_Type A_2023-05-29
14,Factory 7_City C_Type B_2023-05-30
10,Factory 7_City B_Type B_2023-05-31
12,Factory 7_City C_Type A_2023-06-01
9,Factory 7_City B_Type A_2023-06-02
15,Factory 7_City A_Type A_2023-06-03
16,Factory 7_City B_Type A_2023-06-04
12,Factory 7_City C_Type C_2023-06-05
14,Factory 7_City B_Type B_2023-06-06
7,Factory 7_City A_Type A_2023-06-07
6,Factory 7_City A_Type B_2023-06-08
12,Factory 7_City B_Type A_2023-06-09
10,Factory 7_City B_Type C_2023-06-10
18,Factory 7_City D_Type C_2023-06-11
5,Factory 7_City E_Type A_2023-06-12
15,Factory 7_City A_Type A_2023-06-13
11,Factory 7_City C_Type C_2023-06-14
10,Factory 7_City C_Type C_2023-06-15
6,Factory 7_City C_Type B_2023-06-16
6,Factory 7_City D_Type B_2023-06-17
17,Factory 7_City A_Type A_2023-06-18
16,Factory 7_City D_Type C_2023-06-19
11,Factory 7_City E_Type A_2023-06-20
7,Factory 7_City E_Type B_2023-06-21
11,Factory 7_City B_Type A_2023-06-22
18,Factory 7_City C_Type A_2023-06-23
18,Factory 7_City A_Type C_2023-06-24
13,Factory 7_City E_Type C_2023-06-25
10,Factory 7_City D_Type A_2023-06-26
9,Factory 7_City B_Type A_2023-06-27
8,Factory 7_City E_Type A_2023-06-28
15,Factory 7_City D_Type A_2023-06-29
17,Factory 7_City A_Type A_2023-06-30
13,Factory 7_City C_Type C_2023-07-01
15,Factory 7_City B_Type A_2023-07-02
13,Factory 7_City D_Type B_2023-07-03
19,Factory 7_City C_Type A_2023-07-04
8,Factory 7_City C_Type A_2023-07-05
19,Factory 7_City C_Type C_2023-07-06
8,Factory 7_City B_Type A_2023-07-07
11,Factory 7_City C_Type A_2023-07-08
9,Factory 7_City D_Type B_2023-07-09
5,Factory 7_City B_Type C_2023-07-10
5,Factory 7_City B_Type A_2023-07-11
12,Factory 7_City B_Type B_2023-07-12
13,Factory 7_City A_Type B_2023-07-13
6,Factory 7_City D_Type C_2023-07-14
6,Factory 7_City A_Type C_2023-07-15
12,Factory 7_City A_Type C_2023-07-16
19,Factory 7_City E_Type C_2023-07-17
12,Factory 7_City B_Type C_2023-07-18
18,Factory 7_City A_Type A_2023-07-19
8,Factory 7_City A_Type B_2023-07-20
14,Factory 7_City B_Type C_2023-07-21
12,Factory 7_City D_Type A_2023-07-22
11,Factory 7_City C_Type A_2023-07-23
16,Factory 7_City D_Type A_2023-07-24
16,Factory 7_City C_Type C_2023-07-25
15,Factory 7_City A_Type A_2023-07-26
14,Factory 7_City A_Type B_2023-07-27
14,Factory 7_City C_Type C_2023-07-28
5,Factory 7_City A_Type B_2023-07-29
8,Factory 7_City C_Type A_2023-07-30
10,Factory 7_City A_Type A_2023-07-31
5,Factory 7_City A_Type C_2023-08-01
17,Factory 7_City D_Type A_2023-08-02
15,Factory 7_City D_Type B_2023-08-03
15,Factory 7_City A_Type C_2023-08-04
16,Factory 7_City E_Type C_2023-08-05
10,Factory 7_City D_Type A_2023-08-06
9,Factory 7_City D_Type C_2023-08-07
10,Factory 7_City E_Type A_2023-08-08
19,Factory 7_City C_Type A_2023-08-09
11,Factory 7_City B_Type C_2023-08-10
8,Factory 7_City D_Type C_2023-08-11
14,Factory 7_City D_Type B_2023-08-12
8,Factory 7_City E_Type C_2023-08-13
17,Factory 7_City E_Type C_2023-08-14
9,Factory 7_City A_Type A_2023-08-15
10,Factory 7_City C_Type B_2023-08-16
12,Factory 7_City E_Type C_2023-08-17
6,Factory 7_City B_Type A_2023-08-18
12,Factory 7_City B_Type B_2023-08-19
13,Factory 7_City D_Type B_2023-08-20
14,Factory 7_City E_Type A_2023-08-21
5,Factory 7_City D_Type C_2023-08-22
9,Factory 7_City D_Type C_2023-08-23
19,Factory 7_City A_Type C_2023-08-24
13,Factory 7_City D_Type C_2023-08-25
16,Factory 7_City D_Type B_2023-08-26
5,Factory 7_City D_Type C_2023-08-27
12,Factory 7_City A_Type A_2023-08-28
13,Factory 7_City D_Type B_2023-08-29
19,Factory 7_City E_Type C_2023-08-30
17,Factory 7_City C_Type B_2023-08-31
15,Factory 7_City E_Type B_2023-09-01
12,Factory 7_City E_Type B_2023-09-02
15,Factory 7_City E_Type A_2023-09-03
11,Factory 7_City E_Type B_2023-09-04
10,Factory 7_City D_Type A_2023-09-05
10,Factory 7_City C_Type B_2023-09-06
11,Factory 7_City B_Type A_2023-09-07
6,Factory 7_City A_Type A_2023-09-08
19,Factory 7_City E_Type A_2023-09-09
7,Factory 7_City E_Type B_2023-09-10
8,Factory 7_City E_Type C_2023-09-11
8,Factory 7_City A_Type B_2023-09-12
14,Factory 7_City B_Type B_2023-09-13
13,Factory 7_City B_Type A_2023-09-14
8,Factory 7_City D_Type B_2023-09-15
11,Factory 7_City E_Type A_2023-09-16
8,Factory 7_City C_Type C_2023-09-17
9,Factory 7_City B_Type A_2023-09-18
19,Factory 7_City D_Type B_2023-09-19
14,Factory 7_City A_Type C_2023-09-20
7,Factory 7_City C_Type C_2023-09-21
5,Factory 7_City B_Type A_2023-09-22
13,Factory 7_City E_Type A_2023-09-23
9,Factory 7_City D_Type A_2023-09-24
12,Factory 7_City D_Type A_2023-09-25
16,Factory 7_City A_Type C_2023-09-26
8,Factory 7_City A_Type C_2023-09-27
8,Factory 7_City E_Type A_2023-09-28
7,Factory 7_City E_Type B_2023-09-29
18,Factory 7_City E_Type B_2023-09-30
7,Factory 7_City B_Type C_2023-10-01
14,Factory 7_City D_Type A_2023-10-02
5,Factory 7_City A_Type C_2023-10-03
19,Factory 7_City A_Type B_2023-10-04
16,Factory 7_City A_Type A_2023-10-05
10,Factory 7_City E_Type B_2023-10-06
8,Factory 7_City A_Type B_2023-10-07
17,Factory 7_City D_Type A_2023-10-08
16,Factory 7_City E_Type A_2023-10-09
15,Factory 7_City C_Type C_2023-10-10
13,Factory 7_City A_Type A_2023-10-11
13,Factory 7_City B_Type B_2023-10-12
7,Factory 7_City A_Type A_2023-10-13
13,Factory 7_City B_Type C_2023-10-14
6,Factory 7_City B_Type B_2023-10-15
9,Factory 7_City D_Type A_2023-10-16
8,Factory 7_City A_Type A_2023-10-17
13,Factory 7_City A_Type A_2023-10-18
12,Factory 7_City B_Type A_2023-10-19
13,Factory 7_City E_Type C_2023-10-20
11,Factory 7_City B_Type A_2023-10-21
9,Factory 7_City C_Type C_2023-10-22
14,Factory 7_City C_Type A_2023-10-23
7,Factory 7_City C_Type C_2023-10-24
19,Factory 7_City B_Type C_2023-10-25
7,Factory 7_City A_Type B_2023-10-26
12,Factory 7_City D_Type C_2023-10-27
17,Factory 7_City E_Type A_2023-10-28
6,Factory 7_City E_Type A_2023-10-29
15,Factory 7_City D_Type C_2023-10-30
15,Factory 7_City A_Type B_2023-10-31
12,Factory 7_City E_Type C_2023-11-01
13,Factory 7_City D_Type A_2023-11-02
12,Factory 7_City E_Type B_2023-11-03
13,Factory 7_City B_Type C_2023-11-04
6,Factory 7_City C_Type C_2023-11-05
17,Factory 7_City C_Type C_2023-11-06
8,Factory 7_City C_Type B_2023-11-07
6,Factory 7_City C_Type A_2023-11-08
8,Factory 7_City B_Type A_2023-11-09
14,Factory 7_City A_Type A_2023-11-10
11,Factory 7_City C_Type A_2023-11-11
14,Factory 7_City B_Type B_2023-11-12
10,Factory 7_City B_Type C_2023-11-13
10,Factory 7_City E_Type A_2023-11-14
8,Factory 7_City E_Type C_2023-11-15
18,Factory 7_City D_Type C_2023-11-16
7,Factory 7_City A_Type B_2023-11-17
15,Factory 7_City D_Type A_2023-11-18
15,Factory 7_City D_Type B_2023-11-19
17,Factory 7_City E_Type A_2023-11-20
9,Factory 7_City E_Type A_2023-11-21
6,Factory 7_City E_Type A_2023-11-22
18,Factory 7_City C_Type C_2023-11-23
14,Factory 7_City D_Type C_2023-11-24
11,Factory 7_City A_Type A_2023-11-25
19,Factory 7_City B_Type A_2023-11-26
18,Factory 7_City E_Type A_2023-11-27
5,Factory 7_City D_Type C_2023-11-28
9,Factory 7_City B_Type B_2023-11-29
6,Factory 7_City A_Type A_2023-11-30
19,Factory 7_City D_Type C_2023-12-01
9,Factory 7_City E_Type C_2023-12-02
13,Factory 7_City C_Type C_2023-12-03
7,Factory 7_City A_Type C_2023-12-04
7,Factory 7_City E_Type C_2023-12-05
17,Factory 7_City A_Type B_2023-12-06
9,Factory 7_City E_Type B_2023-12-07
19,Factory 7_City C_Type B_2023-12-08
15,Factory 7_City C_Type B_2023-12-09
19,Factory 7_City D_Type B_2023-12-10
7,Factory 7_City B_Type A_2023-12-11
12,Factory 7_City A_Type B_2023-12-12
8,Factory 7_City A_Type C_2023-12-13
14,Factory 7_City B_Type A_2023-12-14
9,Factory 7_City B_Type C_2023-12-15
18,Factory 7_City A_Type B_2023-12-16
6,Factory 7_City E_Type C_2023-12-17
14,Factory 7_City E_Type B_2023-12-18
19,Factory 7_City B_Type B_2023-12-19
