product_category,key_point
Foam Grade B,Factory 5_City B_Type C_2023-03-18
Foam Grade A,Factory 5_City C_Type B_2023-03-19
Foam Grade A,Factory 5_City D_Type A_2023-03-20
Foam Grade B,Factory 5_City A_Type B_2023-03-21
Foam Grade B,Factory 5_City C_Type C_2023-03-22
Foam Grade B,Factory 5_City C_Type C_2023-03-23
Foam Grade A,Factory 5_City B_Type B_2023-03-24
Foam Grade B,Factory 5_City E_Type B_2023-03-25
Custom Size,Factory 5_City E_Type B_2023-03-26
Custom Size,Factory 5_City A_Type C_2023-03-27
Foam Grade B,Factory 5_City E_Type B_2023-03-28
Foam Grade A,Factory 5_City C_Type A_2023-03-29
Foam Grade A,Factory 5_City E_Type B_2023-03-30
Custom Size,Factory 5_City C_Type A_2023-03-31
Foam Grade B,Factory 5_City E_Type C_2023-04-01
Foam Grade A,Factory 5_City C_Type B_2023-04-02
Custom Size,Factory 5_City E_Type A_2023-04-03
Foam Grade A,Factory 5_City A_Type A_2023-04-04
Foam Grade B,Factory 5_City B_Type C_2023-04-05
Custom Size,Factory 5_City C_Type C_2023-04-06
Custom Size,Factory 5_City C_Type C_2023-04-07
Foam Grade B,Factory 5_City D_Type A_2023-04-08
Foam Grade B,Factory 5_City E_Type C_2023-04-09
Foam Grade A,Factory 5_City E_Type C_2023-04-10
Custom Size,Factory 5_City A_Type C_2023-04-11
Custom Size,Factory 5_City C_Type A_2023-04-12
Foam Grade A,Factory 5_City D_Type B_2023-04-13
Foam Grade A,Factory 5_City D_Type C_2023-04-14
Foam Grade A,Factory 5_City D_Type B_2023-04-15
Foam Grade B,Factory 5_City B_Type B_2023-04-16
Foam Grade A,Factory 5_City D_Type A_2023-04-17
Custom Size,Factory 5_City B_Type A_2023-04-18
Foam Grade B,Factory 5_City C_Type B_2023-04-19
Custom Size,Factory 5_City A_Type A_2023-04-20
Foam Grade B,Factory 5_City E_Type B_2023-04-21
Foam Grade A,Factory 5_City C_Type B_2023-04-22
Custom Size,Factory 5_City A_Type A_2023-04-23
Custom Size,Factory 5_City D_Type B_2023-04-24
Foam Grade A,Factory 5_City B_Type C_2023-04-25
Custom Size,Factory 5_City D_Type A_2023-04-26
Foam Grade A,Factory 5_City C_Type A_2023-04-27
Custom Size,Factory 5_City D_Type C_2023-04-28
Foam Grade B,Factory 5_City C_Type B_2023-04-29
Custom Size,Factory 5_City A_Type A_2023-04-30
Foam Grade A,Factory 5_City A_Type B_2023-05-01
Foam Grade A,Factory 5_City A_Type C_2023-05-02
Foam Grade B,Factory 5_City E_Type C_2023-05-03
Custom Size,Factory 5_City A_Type A_2023-05-04
Custom Size,Factory 5_City D_Type A_2023-05-05
Foam Grade A,Factory 5_City B_Type B_2023-05-06
Custom Size,Factory 5_City D_Type A_2023-05-07
Custom Size,Factory 5_City B_Type C_2023-05-08
Custom Size,Factory 5_City A_Type A_2023-05-09
Custom Size,Factory 5_City C_Type B_2023-05-10
Foam Grade B,Factory 5_City D_Type A_2023-05-11
Custom Size,Factory 5_City E_Type B_2023-05-12
Custom Size,Factory 5_City B_Type A_2023-05-13
Foam Grade B,Factory 5_City B_Type B_2023-05-14
Custom Size,Factory 5_City E_Type C_2023-05-15
Foam Grade B,Factory 5_City D_Type C_2023-05-16
Foam Grade B,Factory 5_City A_Type B_2023-05-17
Custom Size,Factory 5_City E_Type C_2023-05-18
Foam Grade A,Factory 5_City B_Type A_2023-05-19
Custom Size,Factory 5_City A_Type C_2023-05-20
Foam Grade B,Factory 5_City E_Type A_2023-05-21
Foam Grade B,Factory 5_City A_Type A_2023-05-22
Foam Grade B,Factory 5_City A_Type A_2023-05-23
Custom Size,Factory 5_City A_Type B_2023-05-24
Foam Grade A,Factory 5_City B_Type A_2023-05-25
Foam Grade B,Factory 5_City E_Type A_2023-05-26
Custom Size,Factory 5_City A_Type B_2023-05-27
Custom Size,Factory 5_City B_Type A_2023-05-28
Foam Grade B,Factory 5_City B_Type B_2023-05-29
Foam Grade B,Factory 5_City D_Type C_2023-05-30
Foam Grade A,Factory 5_City B_Type B_2023-05-31
Foam Grade B,Factory 5_City E_Type A_2023-06-01
Foam Grade A,Factory 5_City B_Type B_2023-06-02
Foam Grade A,Factory 5_City B_Type B_2023-06-03
Custom Size,Factory 5_City D_Type B_2023-06-04
Foam Grade B,Factory 5_City E_Type A_2023-06-05
Foam Grade A,Factory 5_City B_Type C_2023-06-06
Foam Grade A,Factory 5_City D_Type C_2023-06-07
Custom Size,Factory 5_City C_Type C_2023-06-08
Custom Size,Factory 5_City E_Type A_2023-06-09
Custom Size,Factory 5_City D_Type A_2023-06-10
Foam Grade B,Factory 5_City B_Type B_2023-06-11
Foam Grade A,Factory 5_City C_Type A_2023-06-12
Custom Size,Factory 5_City E_Type A_2023-06-13
Foam Grade B,Factory 5_City C_Type A_2023-06-14
Foam Grade B,Factory 5_City D_Type C_2023-06-15
Foam Grade B,Factory 5_City C_Type A_2023-06-16
Foam Grade A,Factory 5_City C_Type A_2023-06-17
Foam Grade A,Factory 5_City D_Type A_2023-06-18
Custom Size,Factory 5_City C_Type B_2023-06-19
Foam Grade A,Factory 5_City A_Type A_2023-06-20
Foam Grade B,Factory 5_City A_Type A_2023-06-21
Foam Grade B,Factory 5_City C_Type A_2023-06-22
Foam Grade A,Factory 5_City A_Type C_2023-06-23
Foam Grade B,Factory 5_City A_Type C_2023-06-24
Custom Size,Factory 5_City C_Type A_2023-06-25
Foam Grade B,Factory 5_City B_Type A_2023-06-26
Foam Grade B,Factory 5_City D_Type C_2023-06-27
Custom Size,Factory 5_City C_Type C_2023-06-28
Foam Grade B,Factory 5_City E_Type A_2023-06-29
Foam Grade A,Factory 5_City C_Type A_2023-06-30
Foam Grade B,Factory 5_City E_Type A_2023-07-01
Foam Grade A,Factory 5_City C_Type B_2023-07-02
Foam Grade B,Factory 5_City A_Type B_2023-07-03
Foam Grade A,Factory 5_City E_Type B_2023-07-04
Foam Grade A,Factory 5_City E_Type B_2023-07-05
Foam Grade A,Factory 5_City B_Type C_2023-07-06
Foam Grade B,Factory 5_City C_Type B_2023-07-07
Foam Grade A,Factory 5_City C_Type B_2023-07-08
Foam Grade A,Factory 5_City B_Type C_2023-07-09
Custom Size,Factory 5_City C_Type C_2023-07-10
Foam Grade A,Factory 5_City B_Type A_2023-07-11
Custom Size,Factory 5_City B_Type A_2023-07-12
Foam Grade B,Factory 5_City B_Type C_2023-07-13
Custom Size,Factory 5_City B_Type A_2023-07-14
Foam Grade A,Factory 5_City C_Type C_2023-07-15
Custom Size,Factory 5_City E_Type A_2023-07-16
Foam Grade A,Factory 5_City E_Type A_2023-07-17
Custom Size,Factory 5_City E_Type B_2023-07-18
Foam Grade A,Factory 5_City A_Type B_2023-07-19
Foam Grade A,Factory 5_City C_Type B_2023-07-20
Foam Grade A,Factory 5_City B_Type A_2023-07-21
Foam Grade B,Factory 5_City A_Type B_2023-07-22
Foam Grade B,Factory 5_City C_Type C_2023-07-23
Foam Grade B,Factory 5_City D_Type C_2023-07-24
Custom Size,Factory 5_City D_Type A_2023-07-25
Foam Grade A,Factory 5_City B_Type B_2023-07-26
Foam Grade A,Factory 5_City B_Type A_2023-07-27
Foam Grade A,Factory 5_City E_Type C_2023-07-28
Foam Grade A,Factory 5_City E_Type B_2023-07-29
Foam Grade B,Factory 5_City D_Type C_2023-07-30
Custom Size,Factory 5_City B_Type B_2023-07-31
Foam Grade B,Factory 5_City C_Type C_2023-08-01
Foam Grade B,Factory 5_City A_Type A_2023-08-02
Foam Grade A,Factory 5_City D_Type B_2023-08-03
Custom Size,Factory 5_City B_Type A_2023-08-04
Foam Grade A,Factory 5_City C_Type C_2023-08-05
Foam Grade A,Factory 5_City A_Type A_2023-08-06
Custom Size,Factory 5_City A_Type C_2023-08-07
Foam Grade A,Factory 5_City D_Type A_2023-08-08
Foam Grade A,Factory 5_City D_Type B_2023-08-09
Foam Grade B,Factory 5_City A_Type A_2023-08-10
Custom Size,Factory 5_City E_Type B_2023-08-11
Foam Grade A,Factory 5_City A_Type A_2023-08-12
Foam Grade B,Factory 5_City A_Type B_2023-08-13
Foam Grade A,Factory 5_City C_Type A_2023-08-14
Custom Size,Factory 5_City A_Type A_2023-08-15
Custom Size,Factory 5_City C_Type C_2023-08-16
Custom Size,Factory 5_City D_Type C_2023-08-17
Foam Grade B,Factory 5_City C_Type C_2023-08-18
Foam Grade B,Factory 5_City D_Type B_2023-08-19
Foam Grade B,Factory 5_City D_Type B_2023-08-20
Foam Grade A,Factory 5_City B_Type A_2023-08-21
Custom Size,Factory 5_City E_Type A_2023-08-22
Custom Size,Factory 5_City C_Type A_2023-08-23
Foam Grade B,Factory 5_City B_Type A_2023-08-24
Foam Grade A,Factory 5_City B_Type C_2023-08-25
Foam Grade B,Factory 5_City D_Type C_2023-08-26
Foam Grade A,Factory 5_City C_Type C_2023-08-27
Foam Grade B,Factory 5_City B_Type C_2023-08-28
Foam Grade B,Factory 5_City E_Type B_2023-08-29
Custom Size,Factory 5_City A_Type A_2023-08-30
Foam Grade A,Factory 5_City C_Type A_2023-08-31
Foam Grade A,Factory 5_City E_Type B_2023-09-01
Foam Grade B,Factory 5_City A_Type C_2023-09-02
Custom Size,Factory 5_City B_Type A_2023-09-03
Custom Size,Factory 5_City C_Type C_2023-09-04
Foam Grade B,Factory 5_City C_Type B_2023-09-05
Foam Grade A,Factory 5_City B_Type B_2023-09-06
Foam Grade A,Factory 5_City D_Type B_2023-09-07
Foam Grade A,Factory 5_City C_Type A_2023-09-08
Foam Grade B,Factory 5_City A_Type C_2023-09-09
Foam Grade B,Factory 5_City E_Type B_2023-09-10
Foam Grade A,Factory 5_City C_Type B_2023-09-11
Foam Grade B,Factory 5_City A_Type B_2023-09-12
Custom Size,Factory 5_City E_Type B_2023-09-13
Custom Size,Factory 5_City B_Type B_2023-09-14
Foam Grade B,Factory 5_City E_Type B_2023-09-15
Foam Grade A,Factory 5_City D_Type A_2023-09-16
Foam Grade A,Factory 5_City D_Type A_2023-09-17
Custom Size,Factory 5_City A_Type C_2023-09-18
Custom Size,Factory 5_City B_Type A_2023-09-19
Foam Grade A,Factory 5_City D_Type B_2023-09-20
Custom Size,Factory 5_City E_Type A_2023-09-21
Foam Grade B,Factory 5_City A_Type B_2023-09-22
Custom Size,Factory 5_City B_Type B_2023-09-23
Custom Size,Factory 5_City D_Type C_2023-09-24
Foam Grade A,Factory 5_City D_Type B_2023-09-25
Custom Size,Factory 5_City E_Type A_2023-09-26
Custom Size,Factory 5_City A_Type B_2023-09-27
Custom Size,Factory 5_City E_Type C_2023-09-28
Custom Size,Factory 5_City C_Type C_2023-09-29
Foam Grade A,Factory 5_City C_Type A_2023-09-30
Foam Grade A,Factory 5_City B_Type B_2023-10-01
Foam Grade B,Factory 5_City E_Type B_2023-10-02
Foam Grade A,Factory 5_City A_Type B_2023-10-03
Custom Size,Factory 5_City E_Type B_2023-10-04
Foam Grade B,Factory 5_City C_Type C_2023-10-05
Custom Size,Factory 5_City D_Type C_2023-10-06
Foam Grade B,Factory 5_City E_Type C_2023-10-07
Foam Grade A,Factory 5_City B_Type B_2023-10-08
Custom Size,Factory 5_City A_Type A_2023-10-09
Foam Grade B,Factory 5_City A_Type B_2023-10-10
Foam Grade B,Factory 5_City D_Type A_2023-10-11
Foam Grade B,Factory 5_City A_Type A_2023-10-12
Foam Grade A,Factory 5_City B_Type C_2023-10-13
Foam Grade A,Factory 5_City C_Type C_2023-10-14
Custom Size,Factory 5_City C_Type A_2023-10-15
Foam Grade B,Factory 5_City E_Type C_2023-10-16
Foam Grade A,Factory 5_City D_Type B_2023-10-17
Foam Grade B,Factory 5_City E_Type A_2023-10-18
Foam Grade A,Factory 5_City E_Type C_2023-10-19
Custom Size,Factory 5_City B_Type B_2023-10-20
Foam Grade B,Factory 5_City E_Type C_2023-10-21
Foam Grade B,Factory 5_City E_Type A_2023-10-22
Custom Size,Factory 5_City A_Type A_2023-10-23
Foam Grade A,Factory 5_City E_Type C_2023-10-24
Foam Grade B,Factory 5_City C_Type B_2023-10-25
Foam Grade A,Factory 5_City B_Type C_2023-10-26
Custom Size,Factory 5_City A_Type C_2023-10-27
Custom Size,Factory 5_City B_Type B_2023-10-28
Foam Grade A,Factory 5_City B_Type C_2023-10-29
Custom Size,Factory 5_City D_Type B_2023-10-30
Foam Grade A,Factory 5_City D_Type B_2023-10-31
Custom Size,Factory 5_City C_Type A_2023-11-01
Custom Size,Factory 5_City A_Type C_2023-11-02
Custom Size,Factory 5_City C_Type A_2023-11-03
Foam Grade B,Factory 5_City A_Type A_2023-11-04
Foam Grade B,Factory 5_City B_Type B_2023-11-05
Foam Grade A,Factory 5_City B_Type A_2023-11-06
Foam Grade B,Factory 5_City D_Type C_2023-11-07
Custom Size,Factory 5_City E_Type B_2023-11-08
Foam Grade B,Factory 5_City E_Type C_2023-11-09
Custom Size,Factory 5_City B_Type B_2023-11-10
Custom Size,Factory 5_City E_Type B_2023-11-11
Custom Size,Factory 5_City E_Type B_2023-11-12
Custom Size,Factory 5_City B_Type A_2023-11-13
Custom Size,Factory 5_City D_Type A_2023-11-14
Custom Size,Factory 5_City C_Type B_2023-11-15
Custom Size,Factory 5_City A_Type A_2023-11-16
Foam Grade B,Factory 5_City E_Type B_2023-11-17
Foam Grade A,Factory 5_City D_Type A_2023-11-18
Foam Grade B,Factory 5_City E_Type B_2023-11-19
Foam Grade A,Factory 5_City D_Type A_2023-11-20
Foam Grade B,Factory 5_City E_Type B_2023-11-21
Custom Size,Factory 5_City D_Type B_2023-11-22
Foam Grade B,Factory 5_City E_Type A_2023-11-23
Foam Grade B,Factory 5_City A_Type B_2023-11-24
Foam Grade B,Factory 5_City A_Type B_2023-11-25
Custom Size,Factory 5_City A_Type B_2023-11-26
Foam Grade B,Factory 5_City A_Type B_2023-11-27
Custom Size,Factory 5_City A_Type A_2023-11-28
Custom Size,Factory 5_City A_Type C_2023-11-29
Foam Grade B,Factory 5_City C_Type C_2023-11-30
Custom Size,Factory 5_City E_Type B_2023-12-01
Foam Grade A,Factory 5_City B_Type C_2023-12-02
Foam Grade A,Factory 5_City B_Type C_2023-12-03
Foam Grade B,Factory 5_City D_Type C_2023-12-04
Foam Grade B,Factory 5_City E_Type B_2023-12-05
Foam Grade B,Factory 5_City D_Type B_2023-12-06
Foam Grade B,Factory 5_City D_Type A_2023-12-07
Custom Size,Factory 5_City D_Type C_2023-12-08
Foam Grade A,Factory 5_City B_Type A_2023-12-09
Foam Grade B,Factory 5_City C_Type A_2023-12-10
Foam Grade B,Factory 5_City D_Type A_2023-12-11
Custom Size,Factory 5_City C_Type B_2023-12-12
Custom Size,Factory 5_City C_Type C_2023-12-13
Foam Grade A,Factory 5_City E_Type C_2023-12-14
Foam Grade B,Factory 5_City A_Type C_2023-12-15
Foam Grade A,Factory 5_City B_Type A_2023-12-16
Foam Grade B,Factory 5_City A_Type B_2023-12-17
Foam Grade B,Factory 5_City E_Type B_2023-12-18
Foam Grade B,Factory 5_City E_Type B_2023-12-19
Custom Size,Factory 5_City E_Type B_2023-12-20
Custom Size,Factory 5_City D_Type A_2023-12-21
Custom Size,Factory 5_City A_Type A_2023-12-22
Foam Grade A,Factory 5_City C_Type C_2023-12-23
Foam Grade A,Factory 5_City B_Type A_2023-12-24
Custom Size,Factory 5_City B_Type B_2023-12-25
Foam Grade B,Factory 5_City D_Type B_2023-12-26
Foam Grade B,Factory 5_City D_Type B_2023-12-27
Custom Size,Factory 5_City D_Type A_2023-12-28
Foam Grade A,Factory 5_City C_Type C_2023-12-29
Custom Size,Factory 5_City D_Type B_2023-12-30
Foam Grade B,Factory 5_City E_Type C_2023-12-31
Foam Grade B,Factory 6_City A_Type A_2023-01-01
Custom Size,Factory 6_City C_Type B_2023-01-02
Foam Grade B,Factory 6_City E_Type B_2023-01-03
Foam Grade B,Factory 6_City D_Type A_2023-01-04
Foam Grade A,Factory 6_City D_Type C_2023-01-05
Foam Grade B,Factory 6_City D_Type C_2023-01-06
Custom Size,Factory 6_City E_Type C_2023-01-07
Foam Grade B,Factory 6_City B_Type A_2023-01-08
Custom Size,Factory 6_City C_Type A_2023-01-09
Custom Size,Factory 6_City C_Type A_2023-01-10
Foam Grade A,Factory 6_City D_Type C_2023-01-11
Foam Grade A,Factory 6_City A_Type A_2023-01-12
Custom Size,Factory 6_City E_Type A_2023-01-13
Foam Grade A,Factory 6_City A_Type C_2023-01-14
Custom Size,Factory 6_City B_Type B_2023-01-15
Custom Size,Factory 6_City B_Type C_2023-01-16
Foam Grade A,Factory 6_City D_Type C_2023-01-17
Custom Size,Factory 6_City E_Type C_2023-01-18
Custom Size,Factory 6_City A_Type C_2023-01-19
Foam Grade A,Factory 6_City C_Type B_2023-01-20
Foam Grade B,Factory 6_City A_Type B_2023-01-21
Foam Grade A,Factory 6_City A_Type B_2023-01-22
Foam Grade B,Factory 6_City C_Type B_2023-01-23
Foam Grade A,Factory 6_City D_Type B_2023-01-24
Foam Grade A,Factory 6_City D_Type B_2023-01-25
Custom Size,Factory 6_City D_Type A_2023-01-26
Foam Grade B,Factory 6_City E_Type B_2023-01-27
Custom Size,Factory 6_City A_Type C_2023-01-28
Custom Size,Factory 6_City A_Type A_2023-01-29
Foam Grade A,Factory 6_City C_Type B_2023-01-30
Foam Grade A,Factory 6_City E_Type C_2023-01-31
Custom Size,Factory 6_City C_Type A_2023-02-01
Custom Size,Factory 6_City C_Type A_2023-02-02
Foam Grade A,Factory 6_City A_Type A_2023-02-03
Custom Size,Factory 6_City C_Type B_2023-02-04
Foam Grade A,Factory 6_City A_Type C_2023-02-05
Foam Grade A,Factory 6_City E_Type B_2023-02-06
Custom Size,Factory 6_City B_Type C_2023-02-07
Foam Grade B,Factory 6_City D_Type C_2023-02-08
Foam Grade A,Factory 6_City A_Type A_2023-02-09
Foam Grade A,Factory 6_City C_Type B_2023-02-10
Foam Grade B,Factory 6_City A_Type B_2023-02-11
Foam Grade B,Factory 6_City B_Type B_2023-02-12
Foam Grade A,Factory 6_City E_Type C_2023-02-13
Foam Grade B,Factory 6_City E_Type B_2023-02-14
Foam Grade A,Factory 6_City C_Type B_2023-02-15
Custom Size,Factory 6_City A_Type C_2023-02-16
Foam Grade A,Factory 6_City A_Type B_2023-02-17
Foam Grade B,Factory 6_City E_Type C_2023-02-18
Foam Grade B,Factory 6_City B_Type A_2023-02-19
Foam Grade A,Factory 6_City E_Type A_2023-02-20
Foam Grade B,Factory 6_City B_Type B_2023-02-21
Foam Grade B,Factory 6_City E_Type A_2023-02-22
Foam Grade A,Factory 6_City D_Type A_2023-02-23
Foam Grade B,Factory 6_City E_Type C_2023-02-24
Foam Grade A,Factory 6_City E_Type B_2023-02-25
Foam Grade B,Factory 6_City D_Type B_2023-02-26
Foam Grade B,Factory 6_City C_Type C_2023-02-27
Custom Size,Factory 6_City A_Type A_2023-02-28
Custom Size,Factory 6_City A_Type B_2023-03-01
Custom Size,Factory 6_City A_Type C_2023-03-02
Foam Grade A,Factory 6_City C_Type C_2023-03-03
Foam Grade A,Factory 6_City E_Type B_2023-03-04
Foam Grade A,Factory 6_City D_Type B_2023-03-05
Foam Grade B,Factory 6_City A_Type A_2023-03-06
Custom Size,Factory 6_City B_Type B_2023-03-07
Foam Grade A,Factory 6_City A_Type C_2023-03-08
Custom Size,Factory 6_City C_Type B_2023-03-09
Foam Grade A,Factory 6_City B_Type C_2023-03-10
Custom Size,Factory 6_City D_Type B_2023-03-11
Foam Grade B,Factory 6_City B_Type B_2023-03-12
Custom Size,Factory 6_City B_Type B_2023-03-13
Custom Size,Factory 6_City A_Type A_2023-03-14
Custom Size,Factory 6_City C_Type C_2023-03-15
Custom Size,Factory 6_City C_Type B_2023-03-16
Foam Grade A,Factory 6_City A_Type A_2023-03-17
Foam Grade B,Factory 6_City C_Type B_2023-03-18
Foam Grade B,Factory 6_City E_Type A_2023-03-19
Custom Size,Factory 6_City D_Type B_2023-03-20
Foam Grade A,Factory 6_City B_Type C_2023-03-21
Custom Size,Factory 6_City D_Type B_2023-03-22
Custom Size,Factory 6_City E_Type C_2023-03-23
Foam Grade A,Factory 6_City A_Type C_2023-03-24
Foam Grade A,Factory 6_City C_Type C_2023-03-25
Custom Size,Factory 6_City E_Type B_2023-03-26
Foam Grade B,Factory 6_City D_Type A_2023-03-27
Custom Size,Factory 6_City C_Type A_2023-03-28
Foam Grade B,Factory 6_City C_Type B_2023-03-29
Foam Grade B,Factory 6_City C_Type C_2023-03-30
Foam Grade A,Factory 6_City D_Type B_2023-03-31
Custom Size,Factory 6_City B_Type A_2023-04-01
Foam Grade A,Factory 6_City C_Type B_2023-04-02
Custom Size,Factory 6_City A_Type A_2023-04-03
Foam Grade B,Factory 6_City A_Type B_2023-04-04
Foam Grade B,Factory 6_City E_Type A_2023-04-05
Custom Size,Factory 6_City A_Type B_2023-04-06
Custom Size,Factory 6_City E_Type C_2023-04-07
Foam Grade B,Factory 6_City A_Type C_2023-04-08
Foam Grade B,Factory 6_City C_Type A_2023-04-09
Foam Grade B,Factory 6_City A_Type B_2023-04-10
Foam Grade A,Factory 6_City C_Type C_2023-04-11
Custom Size,Factory 6_City D_Type C_2023-04-12
Foam Grade A,Factory 6_City B_Type C_2023-04-13
Foam Grade A,Factory 6_City C_Type B_2023-04-14
Custom Size,Factory 6_City B_Type B_2023-04-15
Foam Grade A,Factory 6_City D_Type B_2023-04-16
Foam Grade B,Factory 6_City B_Type C_2023-04-17
Custom Size,Factory 6_City E_Type B_2023-04-18
Foam Grade A,Factory 6_City B_Type C_2023-04-19
Foam Grade B,Factory 6_City B_Type B_2023-04-20
Custom Size,Factory 6_City B_Type A_2023-04-21
Custom Size,Factory 6_City B_Type B_2023-04-22
Custom Size,Factory 6_City C_Type B_2023-04-23
Custom Size,Factory 6_City D_Type B_2023-04-24
Custom Size,Factory 6_City C_Type C_2023-04-25
Foam Grade A,Factory 6_City D_Type C_2023-04-26
Foam Grade A,Factory 6_City E_Type B_2023-04-27
Foam Grade A,Factory 6_City C_Type A_2023-04-28
Foam Grade A,Factory 6_City D_Type B_2023-04-29
Custom Size,Factory 6_City B_Type C_2023-04-30
Foam Grade B,Factory 6_City A_Type C_2023-05-01
Foam Grade B,Factory 6_City A_Type A_2023-05-02
Custom Size,Factory 6_City E_Type A_2023-05-03
Foam Grade B,Factory 6_City A_Type A_2023-05-04
Foam Grade A,Factory 6_City E_Type A_2023-05-05
Foam Grade B,Factory 6_City E_Type C_2023-05-06
Foam Grade B,Factory 6_City B_Type B_2023-05-07
Foam Grade A,Factory 6_City D_Type B_2023-05-08
Custom Size,Factory 6_City A_Type A_2023-05-09
Foam Grade A,Factory 6_City A_Type A_2023-05-10
Foam Grade B,Factory 6_City D_Type B_2023-05-11
Foam Grade B,Factory 6_City A_Type A_2023-05-12
Foam Grade A,Factory 6_City D_Type C_2023-05-13
Foam Grade B,Factory 6_City A_Type B_2023-05-14
Foam Grade A,Factory 6_City B_Type C_2023-05-15
Custom Size,Factory 6_City C_Type B_2023-05-16
Custom Size,Factory 6_City C_Type B_2023-05-17
Foam Grade B,Factory 6_City C_Type B_2023-05-18
Foam Grade B,Factory 6_City A_Type A_2023-05-19
Foam Grade A,Factory 6_City D_Type C_2023-05-20
Custom Size,Factory 6_City C_Type C_2023-05-21
Foam Grade B,Factory 6_City B_Type B_2023-05-22
Foam Grade A,Factory 6_City B_Type C_2023-05-23
Custom Size,Factory 6_City B_Type A_2023-05-24
Foam Grade A,Factory 6_City C_Type C_2023-05-25
Custom Size,Factory 6_City A_Type B_2023-05-26
Foam Grade B,Factory 6_City B_Type A_2023-05-27
Custom Size,Factory 6_City A_Type C_2023-05-28
Foam Grade A,Factory 6_City B_Type A_2023-05-29
Custom Size,Factory 6_City D_Type B_2023-05-30
Foam Grade B,Factory 6_City A_Type B_2023-05-31
Foam Grade A,Factory 6_City A_Type C_2023-06-01
Custom Size,Factory 6_City B_Type A_2023-06-02
Foam Grade B,Factory 6_City A_Type A_2023-06-03
Foam Grade A,Factory 6_City E_Type B_2023-06-04
Custom Size,Factory 6_City B_Type C_2023-06-05
Custom Size,Factory 6_City C_Type A_2023-06-06
Foam Grade B,Factory 6_City D_Type A_2023-06-07
Foam Grade A,Factory 6_City D_Type A_2023-06-08
Foam Grade A,Factory 6_City E_Type C_2023-06-09
Custom Size,Factory 6_City A_Type C_2023-06-10
Custom Size,Factory 6_City B_Type C_2023-06-11
Custom Size,Factory 6_City A_Type C_2023-06-12
Foam Grade B,Factory 6_City A_Type A_2023-06-13
Foam Grade A,Factory 6_City A_Type A_2023-06-14
Foam Grade B,Factory 6_City C_Type A_2023-06-15
Custom Size,Factory 6_City A_Type B_2023-06-16
Foam Grade A,Factory 6_City E_Type A_2023-06-17
Foam Grade A,Factory 6_City C_Type A_2023-06-18
Foam Grade A,Factory 6_City C_Type A_2023-06-19
Foam Grade A,Factory 6_City C_Type C_2023-06-20
Custom Size,Factory 6_City C_Type B_2023-06-21
Foam Grade A,Factory 6_City E_Type A_2023-06-22
Foam Grade A,Factory 6_City A_Type A_2023-06-23
Custom Size,Factory 6_City A_Type B_2023-06-24
Foam Grade B,Factory 6_City E_Type C_2023-06-25
Foam Grade B,Factory 6_City D_Type C_2023-06-26
Foam Grade B,Factory 6_City B_Type A_2023-06-27
Foam Grade B,Factory 6_City A_Type B_2023-06-28
Foam Grade B,Factory 6_City A_Type C_2023-06-29
Custom Size,Factory 6_City B_Type A_2023-06-30
Foam Grade A,Factory 6_City A_Type A_2023-07-01
Foam Grade A,Factory 6_City C_Type B_2023-07-02
Foam Grade B,Factory 6_City B_Type B_2023-07-03
Foam Grade B,Factory 6_City B_Type B_2023-07-04
Foam Grade B,Factory 6_City A_Type B_2023-07-05
Custom Size,Factory 6_City B_Type C_2023-07-06
Foam Grade A,Factory 6_City E_Type B_2023-07-07
Foam Grade B,Factory 6_City A_Type C_2023-07-08
Foam Grade B,Factory 6_City A_Type B_2023-07-09
Foam Grade B,Factory 6_City C_Type B_2023-07-10
Foam Grade B,Factory 6_City E_Type A_2023-07-11
Foam Grade B,Factory 6_City D_Type B_2023-07-12
Foam Grade A,Factory 6_City C_Type C_2023-07-13
Foam Grade B,Factory 6_City A_Type A_2023-07-14
Foam Grade B,Factory 6_City B_Type A_2023-07-15
Foam Grade A,Factory 6_City B_Type A_2023-07-16
Foam Grade A,Factory 6_City D_Type B_2023-07-17
Custom Size,Factory 6_City E_Type B_2023-07-18
Custom Size,Factory 6_City B_Type A_2023-07-19
Custom Size,Factory 6_City E_Type A_2023-07-20
Foam Grade A,Factory 6_City A_Type C_2023-07-21
Custom Size,Factory 6_City B_Type A_2023-07-22
Foam Grade B,Factory 6_City D_Type B_2023-07-23
Foam Grade A,Factory 6_City E_Type C_2023-07-24
Foam Grade B,Factory 6_City E_Type B_2023-07-25
Foam Grade B,Factory 6_City D_Type A_2023-07-26
Custom Size,Factory 6_City B_Type A_2023-07-27
Custom Size,Factory 6_City B_Type C_2023-07-28
Custom Size,Factory 6_City D_Type A_2023-07-29
Foam Grade B,Factory 6_City D_Type A_2023-07-30
Foam Grade A,Factory 6_City A_Type B_2023-07-31
Foam Grade A,Factory 6_City A_Type B_2023-08-01
Foam Grade A,Factory 6_City B_Type C_2023-08-02
Foam Grade A,Factory 6_City E_Type C_2023-08-03
Foam Grade B,Factory 6_City B_Type B_2023-08-04
Custom Size,Factory 6_City C_Type A_2023-08-05
Custom Size,Factory 6_City C_Type A_2023-08-06
Foam Grade B,Factory 6_City C_Type C_2023-08-07
Custom Size,Factory 6_City E_Type A_2023-08-08
Foam Grade A,Factory 6_City E_Type C_2023-08-09
Foam Grade A,Factory 6_City D_Type B_2023-08-10
Foam Grade B,Factory 6_City C_Type B_2023-08-11
